2024-01-23T00:00:00,True,0.85608,0.85608,0.85586,0.85588,29
2024-01-23T00:01:00,True,0.85592,0.85604,0.85592,0.85602,20
2024-01-23T00:02:00,True,0.85602,0.85606,0.85593,0.85594,44
2024-01-23T00:03:00,True,0.85594,0.85595,0.85592,0.85592,29
2024-01-23T00:04:00,True,0.85592,0.85594,0.85590,0.85592,18
2024-01-23T00:05:00,True,0.85590,0.85592,0.85590,0.85590,9
2024-01-23T00:06:00,True,0.85588,0.85588,0.85584,0.85584,11
2024-01-23T00:07:00,True,0.85584,0.85584,0.85584,0.85584,15
2024-01-23T00:08:00,True,0.85582,0.85592,0.85580,0.85592,13
2024-01-23T00:09:00,True,0.85592,0.85602,0.85592,0.85600,36
2024-01-23T00:10:00,True,0.85600,0.85600,0.85591,0.85592,51
2024-01-23T00:11:00,True,0.85594,0.85594,0.85590,0.85592,16
2024-01-23T00:12:00,True,0.85593,0.85594,0.85586,0.85590,43
2024-01-23T00:13:00,True,0.85593,0.85595,0.85589,0.85592,34
2024-01-23T00:14:00,True,0.85593,0.85598,0.85590,0.85593,27
2024-01-23T00:15:00,True,0.85594,0.85596,0.85593,0.85596,41
2024-01-23T00:16:00,True,0.85594,0.85596,0.85590,0.85590,48
2024-01-23T00:17:00,True,0.85592,0.85594,0.85591,0.85592,16
2024-01-23T00:18:00,True,0.85594,0.85600,0.85594,0.85600,9
2024-01-23T00:19:00,True,0.85600,0.85600,0.85600,0.85600,4
2024-01-23T00:20:00,True,0.85600,0.85601,0.85600,0.85600,6
2024-01-23T00:21:00,True,0.85601,0.85601,0.85598,0.85598,4
2024-01-23T00:23:00,True,0.85600,0.85600,0.85598,0.85600,8
2024-01-23T00:24:00,True,0.85599,0.85599,0.85599,0.85599,1
2024-01-23T00:25:00,True,0.85598,0.85598,0.85598,0.85598,9
2024-01-23T00:26:00,True,0.85596,0.85600,0.85596,0.85598,9
2024-01-23T00:27:00,True,0.85598,0.85598,0.85596,0.85596,2
2024-01-23T00:28:00,True,0.85596,0.85596,0.85596,0.85596,4
2024-01-23T00:29:00,True,0.85596,0.85598,0.85596,0.85598,5
2024-01-23T00:30:00,True,0.85598,0.85598,0.85596,0.85598,3
2024-01-23T00:31:00,True,0.85602,0.85602,0.85602,0.85602,3
2024-01-23T00:32:00,True,0.85606,0.85606,0.85603,0.85604,7
2024-01-23T00:33:00,True,0.85606,0.85607,0.85602,0.85603,15
2024-01-23T00:34:00,True,0.85606,0.85606,0.85606,0.85606,1
2024-01-23T00:35:00,True,0.85607,0.85612,0.85605,0.85612,8
2024-01-23T00:36:00,True,0.85611,0.85612,0.85610,0.85612,3
2024-01-23T00:37:00,True,0.85610,0.85612,0.85607,0.85608,11
2024-01-23T00:38:00,True,0.85610,0.85614,0.85606,0.85614,14
2024-01-23T00:40:00,True,0.85612,0.85613,0.85612,0.85612,9
2024-01-23T00:41:00,True,0.85611,0.85611,0.85603,0.85604,11
2024-01-23T00:42:00,True,0.85606,0.85606,0.85606,0.85606,8
2024-01-23T00:43:00,True,0.85606,0.85606,0.85606,0.85606,7
2024-01-23T00:44:00,True,0.85608,0.85609,0.85607,0.85609,4
2024-01-23T00:45:00,True,0.85608,0.85608,0.85606,0.85606,3
2024-01-23T00:46:00,True,0.85606,0.85606,0.85604,0.85605,5
2024-01-23T00:47:00,True,0.85604,0.85606,0.85604,0.85604,5
2024-01-23T00:48:00,True,0.85604,0.85604,0.85604,0.85604,1
2024-01-23T00:49:00,True,0.85603,0.85604,0.85603,0.85604,5
2024-01-23T00:50:00,True,0.85604,0.85604,0.85600,0.85600,6
2024-01-23T00:51:00,True,0.85602,0.85602,0.85600,0.85600,10
2024-01-23T00:52:00,True,0.85599,0.85601,0.85598,0.85601,7
2024-01-23T00:53:00,True,0.85601,0.85601,0.85596,0.85598,13
2024-01-23T00:54:00,True,0.85600,0.85608,0.85600,0.85606,17
2024-01-23T00:55:00,True,0.85605,0.85605,0.85600,0.85601,20
2024-01-23T00:56:00,True,0.85598,0.85599,0.85598,0.85598,3
2024-01-23T00:57:00,True,0.85598,0.85600,0.85598,0.85600,11
2024-01-23T00:58:00,True,0.85598,0.85601,0.85596,0.85600,14
2024-01-23T00:59:00,True,0.85598,0.85599,0.85598,0.85599,2
2024-01-23T01:00:00,True,0.85600,0.85600,0.85594,0.85595,20
2024-01-23T01:01:00,True,0.85594,0.85595,0.85594,0.85595,6
2024-01-23T01:02:00,True,0.85594,0.85600,0.85594,0.85598,21
2024-01-23T01:03:00,True,0.85598,0.85601,0.85598,0.85600,15
2024-01-23T01:04:00,True,0.85598,0.85599,0.85598,0.85598,6
2024-01-23T01:05:00,True,0.85595,0.85595,0.85595,0.85595,2
2024-01-23T01:06:00,True,0.85596,0.85596,0.85592,0.85595,6
2024-01-23T01:07:00,True,0.85595,0.85595,0.85595,0.85595,2
2024-01-23T01:08:00,True,0.85595,0.85595,0.85595,0.85595,2
2024-01-23T01:09:00,True,0.85596,0.85596,0.85594,0.85596,6
2024-01-23T01:10:00,True,0.85596,0.85598,0.85592,0.85594,14
2024-01-23T01:11:00,True,0.85596,0.85598,0.85592,0.85593,14
2024-01-23T01:12:00,True,0.85592,0.85596,0.85592,0.85596,6
2024-01-23T01:13:00,True,0.85598,0.85598,0.85596,0.85596,4
2024-01-23T01:14:00,True,0.85598,0.85598,0.85596,0.85597,4
2024-01-23T01:15:00,True,0.85599,0.85599,0.85592,0.85592,14
2024-01-23T01:16:00,True,0.85594,0.85595,0.85590,0.85590,17
2024-01-23T01:17:00,True,0.85591,0.85593,0.85590,0.85590,42
2024-01-23T01:18:00,True,0.85591,0.85591,0.85590,0.85590,18
2024-01-23T01:19:00,True,0.85591,0.85591,0.85589,0.85590,28
2024-01-23T01:20:00,True,0.85588,0.85590,0.85584,0.85586,19
2024-01-23T01:21:00,True,0.85584,0.85586,0.85584,0.85584,22
2024-01-23T01:22:00,True,0.85584,0.85584,0.85584,0.85584,18
2024-01-23T01:23:00,True,0.85584,0.85584,0.85583,0.85584,11
2024-01-23T01:24:00,True,0.85583,0.85583,0.85580,0.85581,5
2024-01-23T01:25:00,True,0.85580,0.85583,0.85580,0.85580,11
2024-01-23T01:26:00,True,0.85580,0.85580,0.85578,0.85579,10
2024-01-23T01:27:00,True,0.85578,0.85578,0.85576,0.85576,5
2024-01-23T01:28:00,True,0.85577,0.85578,0.85577,0.85577,7
2024-01-23T01:29:00,True,0.85576,0.85576,0.85574,0.85576,31
2024-01-23T01:30:00,True,0.85577,0.85585,0.85577,0.85585,16
2024-01-23T01:31:00,True,0.85586,0.85588,0.85582,0.85588,25
2024-01-23T01:32:00,True,0.85588,0.85590,0.85588,0.85590,16
2024-01-23T01:33:00,True,0.85588,0.85589,0.85586,0.85586,15
2024-01-23T01:34:00,True,0.85586,0.85587,0.85586,0.85586,11
